[training@localhost SongDoop]$ hadoop jar src/SongDoop.jar SongDoopDriver 'MillionSongSubset/data/A/G/*' test_out MillionSongSubset/data/A/U/R/TRAURYF128F147805D.song MillionSongSubset/data/A/I/U/TRAIUSY12903CF0C92.song
13/12/27 15:33:27 WARN mapred.JobClient: Use GenericOptionsParser for parsing the arguments. Applications should implement Tool for the same.
13/12/27 15:33:27 INFO input.FileInputFormat: Total input paths to process : 306
13/12/27 15:33:28 INFO mapred.JobClient: Running job: job_201312261955_0010
13/12/27 15:33:29 INFO mapred.JobClient:  map 0% reduce 0%
13/12/27 15:44:07 INFO mapred.JobClient:     Input split bytes=46206
13/12/27 15:44:07 INFO mapred.JobClient:     Combine input records=0
13/12/27 15:44:07 INFO mapred.JobClient:     Combine output records=0
13/12/27 15:44:07 INFO mapred.JobClient:     Reduce input groups=81
13/12/27 15:44:07 INFO mapred.JobClient:     Reduce shuffle bytes=42429
13/12/27 15:44:07 INFO mapred.JobClient:     Reduce input records=306
13/12/27 15:44:07 INFO mapred.JobClient:     Reduce output records=33
13/12/27 15:44:07 INFO mapred.JobClient:     Spilled Records=612
13/12/27 15:44:07 INFO mapred.JobClient:     CPU time spent (ms)=132820
13/12/27 15:44:07 INFO mapred.JobClient:     Physical memory (bytes) snapshot=46089023488
13/12/27 15:44:07 INFO mapred.JobClient:     Virtual memory (bytes) snapshot=118521917440
13/12/27 15:44:07 INFO mapred.JobClient:     Total committed heap usage (bytes)=49129529344
[training@localhost SongDoop]$ hadoop fs -ls test_out
Found 3 items
-rw-r--r--   1 training supergroup          0 2013-12-27 15:44 test_out/_SUCCESS
drwxr-xr-x   - training supergroup          0 2013-12-27 15:33 test_out/_logs
-rw-r--r--   1 training supergroup       3994 2013-12-27 15:44 test_out/part-r-00000
