[training@localhost SongDoop]$ hadoop jar src/SongDoop.jar SongDoopDriver 'MillionSongSubset/data/A/G/*' test_out MillionSongSubset/data/A/U/R/TRAURYF128F147805D.song MillionSongSubset/data/A/I/U/TRAIUSY12903CF0C92.song
13/12/27 14:47:05 WARN mapred.JobClient: Use GenericOptionsParser for parsing the arguments. Applications should implement Tool for the same.
13/12/27 14:47:06 INFO input.FileInputFormat: Total input paths to process : 306
13/12/27 14:47:06 INFO mapred.JobClient: Running job: job_201312261955_0009
13/12/27 14:47:07 INFO mapred.JobClient:  map 0% reduce 0%
13/12/27 14:50:57 INFO mapred.JobClient:  map 36% reduce 11%
13/12/27 14:50:58 INFO mapred.JobClient:  map 36% reduce 12%
13/12/27 14:51:04 INFO mapred.JobClient:  map 37% reduce 12%
13/12/27 14:51:13 INFO mapred.JobClient:  map 38% reduce 12%
13/12/27 14:51:18 INFO mapred.JobClient:  map 39% reduce 12%
13/12/27 14:51:19 INFO mapred.JobClient:  map 39% reduce 13%
13/12/27 14:51:27 INFO mapred.JobClient:  map 40% reduce 13%
13/12/27 14:51:32 INFO mapred.JobClient:  map 41% reduce 13%
13/12/27 14:51:43 INFO mapred.JobClient:  map 42% reduce 13%
13/12/27 14:51:48 INFO mapred.JobClient:  map 43% reduce 13%
13/12/27 14:51:50 INFO mapred.JobClient:  map 43% reduce 14%
13/12/27 14:51:58 INFO mapred.JobClient:  map 44% reduce 14%
13/12/27 14:52:04 INFO mapred.JobClient:  map 45% reduce 14%
13/12/27 14:52:05 INFO mapred.JobClient:  map 45% reduce 15%
13/12/27 14:52:14 INFO mapred.JobClient:  map 46% reduce 15%
13/12/27 14:52:19 INFO mapred.JobClient:  map 47% reduce 15%
13/12/27 14:52:30 INFO mapred.JobClient:  map 48% reduce 15%
13/12/27 14:52:35 INFO mapred.JobClient:  map 49% reduce 16%
13/12/27 14:52:43 INFO mapred.JobClient:  map 50% reduce 16%
13/12/27 14:52:50 INFO mapred.JobClient:  map 51% reduce 16%
13/12/27 14:52:54 INFO mapred.JobClient:  map 52% reduce 16%
13/12/27 14:52:56 INFO mapred.JobClient:  map 52% reduce 17%
13/12/27 14:53:02 INFO mapred.JobClient:  map 53% reduce 17%
13/12/27 14:53:06 INFO mapred.JobClient:  map 54% reduce 17%
13/12/27 14:53:08 INFO mapred.JobClient:  map 54% reduce 18%
13/12/27 14:53:15 INFO mapred.JobClient:  map 55% reduce 18%
13/12/27 14:53:19 INFO mapred.JobClient:  map 56% reduce 18%
13/12/27 14:53:27 INFO mapred.JobClient:  map 57% reduce 18%
13/12/27 14:53:29 INFO mapred.JobClient:  map 57% reduce 19%
13/12/27 14:53:31 INFO mapred.JobClient:  map 58% reduce 19%
13/12/27 14:53:39 INFO mapred.JobClient:  map 59% reduce 19%
13/12/27 14:53:43 INFO mapred.JobClient:  map 60% reduce 19%
13/12/27 14:53:44 INFO mapred.JobClient:  map 60% reduce 20%
13/12/27 14:53:51 INFO mapred.JobClient:  map 61% reduce 20%
13/12/27 14:53:55 INFO mapred.JobClient:  map 62% reduce 20%
13/12/27 14:54:03 INFO mapred.JobClient:  map 63% reduce 20%
13/12/27 14:54:05 INFO mapred.JobClient:  map 63% reduce 21%
13/12/27 14:54:07 INFO mapred.JobClient:  map 64% reduce 21%
13/12/27 14:54:14 INFO mapred.JobClient:  map 65% reduce 21%
13/12/27 14:54:18 INFO mapred.JobClient:  map 66% reduce 21%
13/12/27 14:54:20 INFO mapred.JobClient:  map 66% reduce 22%
13/12/27 14:54:27 INFO mapred.JobClient:  map 67% reduce 22%
13/12/27 14:54:35 INFO mapred.JobClient:  map 68% reduce 22%
13/12/27 14:54:39 INFO mapred.JobClient:  map 69% reduce 22%
13/12/27 14:54:45 INFO mapred.JobClient:  map 69% reduce 23%
13/12/27 14:54:47 INFO mapred.JobClient:  map 70% reduce 23%
13/12/27 14:54:51 INFO mapred.JobClient:  map 71% reduce 23%
13/12/27 14:54:58 INFO mapred.JobClient:  map 72% reduce 23%
13/12/27 14:55:00 INFO mapred.JobClient:  map 72% reduce 24%
13/12/27 14:55:02 INFO mapred.JobClient:  map 73% reduce 24%
13/12/27 14:55:10 INFO mapred.JobClient:  map 74% reduce 24%
13/12/27 14:55:14 INFO mapred.JobClient:  map 75% reduce 24%
13/12/27 14:55:15 INFO mapred.JobClient:  map 75% reduce 25%
13/12/27 14:55:21 INFO mapred.JobClient:  map 76% reduce 25%
13/12/27 14:55:26 INFO mapred.JobClient:  map 77% reduce 25%
13/12/27 14:55:33 INFO mapred.JobClient:  map 78% reduce 25%
13/12/27 14:55:36 INFO mapred.JobClient:  map 78% reduce 26%
13/12/27 14:55:38 INFO mapred.JobClient:  map 79% reduce 26%
13/12/27 14:55:45 INFO mapred.JobClient:  map 80% reduce 26%
13/12/27 14:55:49 INFO mapred.JobClient:  map 81% reduce 26%
13/12/27 14:55:51 INFO mapred.JobClient:  map 81% reduce 27%
13/12/27 14:55:57 INFO mapred.JobClient:  map 82% reduce 27%
13/12/27 14:56:01 INFO mapred.JobClient:  map 83% reduce 27%
13/12/27 14:56:09 INFO mapred.JobClient:  map 84% reduce 27%
13/12/27 14:56:15 INFO mapred.JobClient:  map 84% reduce 28%
13/12/27 14:56:17 INFO mapred.JobClient:  map 85% reduce 28%
13/12/27 14:56:21 INFO mapred.JobClient:  map 86% reduce 28%
13/12/27 14:56:28 INFO mapred.JobClient:  map 87% reduce 28%
13/12/27 14:56:30 INFO mapred.JobClient:  map 87% reduce 29%
13/12/27 14:56:33 INFO mapred.JobClient:  map 88% reduce 29%
13/12/27 14:56:41 INFO mapred.JobClient:  map 89% reduce 29%
13/12/27 14:56:45 INFO mapred.JobClient:  map 90% reduce 29%
13/12/27 14:56:52 INFO mapred.JobClient:  map 90% reduce 30%
13/12/27 14:56:53 INFO mapred.JobClient:  map 91% reduce 30%
13/12/27 14:56:57 INFO mapred.JobClient:  map 92% reduce 30%
13/12/27 14:57:05 INFO mapred.JobClient:  map 93% reduce 30%
13/12/27 14:57:07 INFO mapred.JobClient:  map 93% reduce 31%
13/12/27 14:57:09 INFO mapred.JobClient:  map 94% reduce 31%
13/12/27 14:57:17 INFO mapred.JobClient:  map 95% reduce 31%
13/12/27 14:57:21 INFO mapred.JobClient:  map 96% reduce 31%
13/12/27 14:57:28 INFO mapred.JobClient:  map 96% reduce 32%
13/12/27 14:57:29 INFO mapred.JobClient:  map 97% reduce 32%
13/12/27 14:57:33 INFO mapred.JobClient:  map 98% reduce 32%
13/12/27 14:57:41 INFO mapred.JobClient:  map 99% reduce 32%
13/12/27 14:57:43 INFO mapred.JobClient:  map 99% reduce 33%
13/12/27 14:57:45 INFO mapred.JobClient:  map 100% reduce 33%
13/12/27 14:57:50 INFO mapred.JobClient:  map 100% reduce 100%
13/12/27 14:57:51 INFO mapred.JobClient: Job complete: job_201312261955_0009
13/12/27 14:57:51 INFO mapred.JobClient: Counters: 32
13/12/27 14:57:51 INFO mapred.JobClient:   File System Counters
13/12/27 14:57:51 INFO mapred.JobClient:     FILE: Number of bytes read=60573
13/12/27 14:57:51 INFO mapred.JobClient:     FILE: Number of bytes written=56684431
13/12/27 14:57:51 INFO mapred.JobClient:     FILE: Number of read operations=0
13/12/27 14:57:51 INFO mapred.JobClient:     FILE: Number of large read operations=0
13/12/27 14:57:51 INFO mapred.JobClient:     FILE: Number of write operations=0
13/12/27 14:57:51 INFO mapred.JobClient:     HDFS: Number of bytes read=2358911
13/12/27 14:57:51 INFO mapred.JobClient:     HDFS: Number of bytes written=39420
13/12/27 14:57:51 INFO mapred.JobClient:     HDFS: Number of read operations=918
13/12/27 14:57:51 INFO mapred.JobClient:     HDFS: Number of large read operations=0
13/12/27 14:57:51 INFO mapred.JobClient:     HDFS: Number of write operations=1
13/12/27 14:57:51 INFO mapred.JobClient:   Job Counters 
13/12/27 14:57:51 INFO mapred.JobClient:     Launched map tasks=306
13/12/27 14:57:51 INFO mapred.JobClient:     Launched reduce tasks=1
13/12/27 14:57:51 INFO mapred.JobClient:     Data-local map tasks=306
13/12/27 14:57:51 INFO mapred.JobClient:     Total time spent by all maps in occupied slots (ms)=1228590
13/12/27 14:57:51 INFO mapred.JobClient:     Total time spent by all reduces in occupied slots (ms)=608038
13/12/27 14:57:51 INFO mapred.JobClient:     Total time spent by all maps waiting after reserving slots (ms)=0
13/12/27 14:57:51 INFO mapred.JobClient:     Total time spent by all reduces waiting after reserving slots (ms)=0
13/12/27 14:57:51 INFO mapred.JobClient:   Map-Reduce Framework
13/12/27 14:57:51 INFO mapred.JobClient:     Map input records=306
13/12/27 14:57:51 INFO mapred.JobClient:     Map output records=306
13/12/27 14:57:51 INFO mapred.JobClient:     Map output bytes=59645
13/12/27 14:57:51 INFO mapred.JobClient:     Input split bytes=46206
13/12/27 14:57:51 INFO mapred.JobClient:     Combine input records=0
13/12/27 14:57:51 INFO mapred.JobClient:     Combine output records=0
13/12/27 14:57:51 INFO mapred.JobClient:     Reduce input groups=81
13/12/27 14:57:51 INFO mapred.JobClient:     Reduce shuffle bytes=62403
13/12/27 14:57:51 INFO mapred.JobClient:     Reduce input records=306
13/12/27 14:57:51 INFO mapred.JobClient:     Reduce output records=306
13/12/27 14:57:51 INFO mapred.JobClient:     Spilled Records=612
13/12/27 14:57:51 INFO mapred.JobClient:     CPU time spent (ms)=135880
13/12/27 14:57:51 INFO mapred.JobClient:     Physical memory (bytes) snapshot=45958262784
13/12/27 14:57:51 INFO mapred.JobClient:     Virtual memory (bytes) snapshot=118522966016
13/12/27 14:57:51 INFO mapred.JobClient:     Total committed heap usage (bytes)=49129529344
[training@localhost SongDoop]$ hadoop fs -ls test_out
Found 3 items
-rw-r--r--   1 training supergroup          0 2013-12-27 14:57 test_out/_SUCCESS
drwxr-xr-x   - training supergroup          0 2013-12-27 14:47 test_out/_logs
-rw-r--r--   1 training supergroup      39420 2013-12-27 14:57 test_out/part-r-00000
