[training@localhost SongDoop]$ hadoop jar src/SongDoop.jar SongDoopDriver 'MillionSongSubset/data/A/G/*' test_out MillionSongSubset/data/A/U/R/TRAURYF128F147805D.song MillionSongSubset/data/A/I/U/TRAIUSY12903CF0C92.song
13/12/26 23:11:29 WARN mapred.JobClient: Use GenericOptionsParser for parsing the arguments. Applications should implement Tool for the same.
13/12/26 23:11:30 INFO input.FileInputFormat: Total input paths to process : 306
13/12/26 23:11:30 INFO mapred.JobClient: Running job: job_201312261955_0007
13/12/26 23:11:31 INFO mapred.JobClient:  map 0% reduce 0%
13/12/26 23:15:48 INFO mapred.JobClient:  map 31% reduce 10%
13/12/26 23:15:54 INFO mapred.JobClient:  map 32% reduce 10%
13/12/26 23:16:04 INFO mapred.JobClient:  map 33% reduce 10%
13/12/26 23:16:05 INFO mapred.JobClient:  map 33% reduce 11%
13/12/26 23:16:15 INFO mapred.JobClient:  map 34% reduce 11%
13/12/26 23:16:20 INFO mapred.JobClient:  map 35% reduce 11%
13/12/26 23:16:30 INFO mapred.JobClient:  map 36% reduce 11%
13/12/26 23:16:35 INFO mapred.JobClient:  map 37% reduce 12%
13/12/26 23:16:44 INFO mapred.JobClient:  map 38% reduce 12%
13/12/26 23:16:49 INFO mapred.JobClient:  map 39% reduce 12%
13/12/26 23:16:56 INFO mapred.JobClient:  map 39% reduce 13%
13/12/26 23:16:59 INFO mapred.JobClient:  map 40% reduce 13%
13/12/26 23:17:05 INFO mapred.JobClient:  map 41% reduce 13%
13/12/26 23:17:15 INFO mapred.JobClient:  map 42% reduce 13%
13/12/26 23:17:21 INFO mapred.JobClient:  map 42% reduce 14%
13/12/26 23:17:27 INFO mapred.JobClient:  map 43% reduce 14%
13/12/26 23:17:37 INFO mapred.JobClient:  map 44% reduce 14%
13/12/26 23:17:42 INFO mapred.JobClient:  map 45% reduce 14%
13/12/26 23:17:48 INFO mapred.JobClient:  map 45% reduce 15%
13/12/26 23:17:53 INFO mapred.JobClient:  map 46% reduce 15%
13/12/26 23:17:58 INFO mapred.JobClient:  map 47% reduce 15%
13/12/26 23:18:08 INFO mapred.JobClient:  map 48% reduce 15%
13/12/26 23:18:13 INFO mapred.JobClient:  map 49% reduce 15%
13/12/26 23:18:15 INFO mapred.JobClient:  map 49% reduce 16%
13/12/26 23:18:24 INFO mapred.JobClient:  map 50% reduce 16%
13/12/26 23:18:35 INFO mapred.JobClient:  map 51% reduce 16%
13/12/26 23:18:36 INFO mapred.JobClient:  map 51% reduce 17%
13/12/26 23:18:40 INFO mapred.JobClient:  map 52% reduce 17%
13/12/26 23:18:50 INFO mapred.JobClient:  map 53% reduce 17%
13/12/26 23:18:56 INFO mapred.JobClient:  map 54% reduce 17%
13/12/26 23:18:57 INFO mapred.JobClient:  map 54% reduce 18%
13/12/26 23:19:06 INFO mapred.JobClient:  map 55% reduce 18%
13/12/26 23:19:11 INFO mapred.JobClient:  map 56% reduce 18%
13/12/26 23:19:22 INFO mapred.JobClient:  map 57% reduce 18%
13/12/26 23:19:27 INFO mapred.JobClient:  map 58% reduce 19%
13/12/26 23:19:39 INFO mapred.JobClient:  map 59% reduce 19%
13/12/26 23:19:44 INFO mapred.JobClient:  map 60% reduce 19%
13/12/26 23:19:45 INFO mapred.JobClient:  map 60% reduce 20%
13/12/26 23:19:56 INFO mapred.JobClient:  map 61% reduce 20%
13/12/26 23:20:01 INFO mapred.JobClient:  map 62% reduce 20%
13/12/26 23:20:13 INFO mapred.JobClient:  map 63% reduce 20%
13/12/26 23:20:16 INFO mapred.JobClient:  map 63% reduce 21%
13/12/26 23:20:18 INFO mapred.JobClient:  map 64% reduce 21%
13/12/26 23:20:30 INFO mapred.JobClient:  map 65% reduce 21%
13/12/26 23:20:36 INFO mapred.JobClient:  map 66% reduce 21%
13/12/26 23:20:40 INFO mapred.JobClient:  map 66% reduce 22%
13/12/26 23:20:47 INFO mapred.JobClient:  map 67% reduce 22%
13/12/26 23:21:00 INFO mapred.JobClient:  map 68% reduce 22%
13/12/26 23:21:05 INFO mapred.JobClient:  map 69% reduce 22%
13/12/26 23:21:10 INFO mapred.JobClient:  map 69% reduce 23%
13/12/26 23:21:16 INFO mapred.JobClient:  map 70% reduce 23%
13/12/26 23:21:22 INFO mapred.JobClient:  map 71% reduce 23%
13/12/26 23:21:33 INFO mapred.JobClient:  map 72% reduce 23%
13/12/26 23:21:38 INFO mapred.JobClient:  map 72% reduce 24%
13/12/26 23:21:39 INFO mapred.JobClient:  map 73% reduce 24%
13/12/26 23:21:50 INFO mapred.JobClient:  map 74% reduce 24%
13/12/26 23:21:55 INFO mapred.JobClient:  map 75% reduce 24%
13/12/26 23:21:56 INFO mapred.JobClient:  map 75% reduce 25%
13/12/26 23:22:05 INFO mapred.JobClient:  map 76% reduce 25%
13/12/26 23:22:10 INFO mapred.JobClient:  map 77% reduce 25%
13/12/26 23:22:20 INFO mapred.JobClient:  map 78% reduce 26%
13/12/26 23:22:25 INFO mapred.JobClient:  map 79% reduce 26%
13/12/26 23:22:35 INFO mapred.JobClient:  map 80% reduce 26%
13/12/26 23:22:44 INFO mapred.JobClient:  map 81% reduce 26%
13/12/26 23:22:45 INFO mapred.JobClient:  map 81% reduce 27%
13/12/26 23:22:55 INFO mapred.JobClient:  map 82% reduce 27%
13/12/26 23:23:00 INFO mapred.JobClient:  map 83% reduce 27%
13/12/26 23:23:10 INFO mapred.JobClient:  map 84% reduce 27%
13/12/26 23:23:15 INFO mapred.JobClient:  map 84% reduce 28%
13/12/26 23:23:20 INFO mapred.JobClient:  map 85% reduce 28%
13/12/26 23:23:26 INFO mapred.JobClient:  map 86% reduce 28%
13/12/26 23:23:36 INFO mapred.JobClient:  map 87% reduce 28%
13/12/26 23:23:41 INFO mapred.JobClient:  map 88% reduce 28%
13/12/26 23:23:42 INFO mapred.JobClient:  map 88% reduce 29%
13/12/26 23:23:52 INFO mapred.JobClient:  map 89% reduce 29%
13/12/26 23:23:57 INFO mapred.JobClient:  map 90% reduce 29%
13/12/26 23:24:03 INFO mapred.JobClient:  map 90% reduce 30%
13/12/26 23:24:07 INFO mapred.JobClient:  map 91% reduce 30%
13/12/26 23:24:12 INFO mapred.JobClient:  map 92% reduce 30%
13/12/26 23:24:22 INFO mapred.JobClient:  map 93% reduce 30%
13/12/26 23:24:24 INFO mapred.JobClient:  map 93% reduce 31%
13/12/26 23:24:28 INFO mapred.JobClient:  map 94% reduce 31%
13/12/26 23:24:38 INFO mapred.JobClient:  map 95% reduce 31%
13/12/26 23:24:43 INFO mapred.JobClient:  map 96% reduce 31%
13/12/26 23:24:48 INFO mapred.JobClient:  map 96% reduce 32%
13/12/26 23:25:01 INFO mapred.JobClient:  map 97% reduce 32%
13/12/26 23:25:07 INFO mapred.JobClient:  map 98% reduce 32%
13/12/26 23:25:16 INFO mapred.JobClient:  map 99% reduce 32%
13/12/26 23:25:22 INFO mapred.JobClient:  map 100% reduce 33%
13/12/26 23:25:28 INFO mapred.JobClient:  map 100% reduce 100%
13/12/26 23:25:29 INFO mapred.JobClient: Job complete: job_201312261955_0007
13/12/26 23:25:29 INFO mapred.JobClient: Counters: 32
13/12/26 23:25:29 INFO mapred.JobClient:   File System Counters
13/12/26 23:25:29 INFO mapred.JobClient:     FILE: Number of bytes read=60573
13/12/26 23:25:29 INFO mapred.JobClient:     FILE: Number of bytes written=56684431
13/12/26 23:25:29 INFO mapred.JobClient:     FILE: Number of read operations=0
13/12/26 23:25:29 INFO mapred.JobClient:     FILE: Number of large read operations=0
13/12/26 23:25:29 INFO mapred.JobClient:     FILE: Number of write operations=0
13/12/26 23:25:29 INFO mapred.JobClient:     HDFS: Number of bytes read=2358911
13/12/26 23:25:29 INFO mapred.JobClient:     HDFS: Number of bytes written=39420
13/12/26 23:25:29 INFO mapred.JobClient:     HDFS: Number of read operations=919
13/12/26 23:25:29 INFO mapred.JobClient:     HDFS: Number of large read operations=0
13/12/26 23:25:29 INFO mapred.JobClient:     HDFS: Number of write operations=1
13/12/26 23:25:29 INFO mapred.JobClient:   Job Counters 
13/12/26 23:25:29 INFO mapred.JobClient:     Launched map tasks=306
13/12/26 23:25:29 INFO mapred.JobClient:     Launched reduce tasks=1
13/12/26 23:25:29 INFO mapred.JobClient:     Data-local map tasks=306
13/12/26 23:25:29 INFO mapred.JobClient:     Total time spent by all maps in occupied slots (ms)=1611137
13/12/26 23:25:29 INFO mapred.JobClient:     Total time spent by all reduces in occupied slots (ms)=789817
13/12/26 23:25:29 INFO mapred.JobClient:     Total time spent by all maps waiting after reserving slots (ms)=0
13/12/26 23:25:29 INFO mapred.JobClient:     Total time spent by all reduces waiting after reserving slots (ms)=0
13/12/26 23:25:29 INFO mapred.JobClient:   Map-Reduce Framework
13/12/26 23:25:29 INFO mapred.JobClient:     Map input records=306
13/12/26 23:25:29 INFO mapred.JobClient:     Map output records=306
13/12/26 23:25:29 INFO mapred.JobClient:     Map output bytes=59645
13/12/26 23:25:29 INFO mapred.JobClient:     Input split bytes=46206
13/12/26 23:25:29 INFO mapred.JobClient:     Combine input records=0
13/12/26 23:25:29 INFO mapred.JobClient:     Combine output records=0
13/12/26 23:25:29 INFO mapred.JobClient:     Reduce input groups=81
13/12/26 23:25:29 INFO mapred.JobClient:     Reduce shuffle bytes=62403
13/12/26 23:25:29 INFO mapred.JobClient:     Reduce input records=306
13/12/26 23:25:29 INFO mapred.JobClient:     Reduce output records=306
13/12/26 23:25:29 INFO mapred.JobClient:     Spilled Records=612
13/12/26 23:25:29 INFO mapred.JobClient:     CPU time spent (ms)=170690
13/12/26 23:25:29 INFO mapred.JobClient:     Physical memory (bytes) snapshot=45956886528
13/12/26 23:25:29 INFO mapred.JobClient:     Virtual memory (bytes) snapshot=118522966016
13/12/26 23:25:29 INFO mapred.JobClient:     Total committed heap usage (bytes)=48995049472
[training@localhost SongDoop]$ hadoop fs -ls test_out
Found 3 items
-rw-r--r--   1 training supergroup          0 2013-12-26 23:25 test_out/_SUCCESS
drwxr-xr-x   - training supergroup          0 2013-12-26 23:11 test_out/_logs
-rw-r--r--   1 training supergroup      39420 2013-12-26 23:25 test_out/part-r-00000
