[training@localhost SongDoop]$ hadoop jar src/SongDoop.jar SongDoopDriver 'MillionSongSubset/data/A/G/*' test_out MillionSongSubset/data/A/U/R/TRAURYF128F147805D.song MillionSongSubset/data/A/I/U/TRAIUSY12903CF0C92.song
13/12/27 01:21:58 WARN mapred.JobClient: Use GenericOptionsParser for parsing the arguments. Applications should implement Tool for the same.
13/12/27 01:21:59 INFO input.FileInputFormat: Total input paths to process : 306
13/12/27 01:21:59 INFO mapred.JobClient: Running job: job_201312261955_0008
13/12/27 01:22:00 INFO mapred.JobClient:  map 0% reduce 0%
13/12/27 01:30:28 INFO mapred.JobClient:  map 79% reduce 26%
13/12/27 01:30:36 INFO mapred.JobClient:  map 80% reduce 26%
13/12/27 01:30:40 INFO mapred.JobClient:  map 81% reduce 26%
13/12/27 01:30:47 INFO mapred.JobClient:  map 81% reduce 27%
13/12/27 01:30:49 INFO mapred.JobClient:  map 82% reduce 27%
13/12/27 01:30:53 INFO mapred.JobClient:  map 83% reduce 27%
13/12/27 01:31:02 INFO mapred.JobClient:  map 84% reduce 27%
13/12/27 01:31:08 INFO mapred.JobClient:  map 84% reduce 28%
13/12/27 01:31:10 INFO mapred.JobClient:  map 85% reduce 28%
13/12/27 01:31:15 INFO mapred.JobClient:  map 86% reduce 28%
13/12/27 01:31:23 INFO mapred.JobClient:  map 87% reduce 28%
13/12/27 01:31:24 INFO mapred.JobClient:  map 87% reduce 29%
13/12/27 01:31:27 INFO mapred.JobClient:  map 88% reduce 29%
13/12/27 01:31:36 INFO mapred.JobClient:  map 89% reduce 29%
13/12/27 01:31:40 INFO mapred.JobClient:  map 90% reduce 29%
13/12/27 01:31:42 INFO mapred.JobClient:  map 90% reduce 30%
13/12/27 01:31:48 INFO mapred.JobClient:  map 91% reduce 30%
13/12/27 01:31:52 INFO mapred.JobClient:  map 92% reduce 30%
13/12/27 01:32:00 INFO mapred.JobClient:  map 93% reduce 30%
13/12/27 01:32:05 INFO mapred.JobClient:  map 94% reduce 30%
13/12/27 01:32:06 INFO mapred.JobClient:  map 94% reduce 31%
13/12/27 01:32:13 INFO mapred.JobClient:  map 95% reduce 31%
13/12/27 01:32:17 INFO mapred.JobClient:  map 96% reduce 31%
13/12/27 01:32:18 INFO mapred.JobClient:  map 96% reduce 32%
13/12/27 01:32:25 INFO mapred.JobClient:  map 97% reduce 32%
13/12/27 01:32:37 INFO mapred.JobClient:  map 98% reduce 32%
13/12/27 01:32:46 INFO mapred.JobClient:  map 99% reduce 32%
13/12/27 01:32:48 INFO mapred.JobClient:  map 99% reduce 33%
13/12/27 01:32:51 INFO mapred.JobClient:  map 100% reduce 33%
13/12/27 01:32:56 INFO mapred.JobClient:  map 100% reduce 100%
13/12/27 01:32:57 INFO mapred.JobClient: Job complete: job_201312261955_0008
13/12/27 01:32:57 INFO mapred.JobClient: Counters: 32
13/12/27 01:32:57 INFO mapred.JobClient:   File System Counters
13/12/27 01:32:57 INFO mapred.JobClient:     FILE: Number of bytes read=60573
13/12/27 01:32:57 INFO mapred.JobClient:     FILE: Number of bytes written=56684431
13/12/27 01:32:57 INFO mapred.JobClient:     FILE: Number of read operations=0
13/12/27 01:32:57 INFO mapred.JobClient:     FILE: Number of large read operations=0
13/12/27 01:32:57 INFO mapred.JobClient:     FILE: Number of write operations=0
13/12/27 01:32:57 INFO mapred.JobClient:     HDFS: Number of bytes read=2358911
13/12/27 01:32:57 INFO mapred.JobClient:     HDFS: Number of bytes written=39420
13/12/27 01:32:57 INFO mapred.JobClient:     HDFS: Number of read operations=918
13/12/27 01:32:57 INFO mapred.JobClient:     HDFS: Number of large read operations=0
13/12/27 01:32:57 INFO mapred.JobClient:     HDFS: Number of write operations=1
13/12/27 01:32:57 INFO mapred.JobClient:   Job Counters 
13/12/27 01:32:57 INFO mapred.JobClient:     Launched map tasks=306
13/12/27 01:32:57 INFO mapred.JobClient:     Launched reduce tasks=1
13/12/27 01:32:57 INFO mapred.JobClient:     Data-local map tasks=306
13/12/27 01:32:57 INFO mapred.JobClient:     Total time spent by all maps in occupied slots (ms)=1249120
13/12/27 01:32:57 INFO mapred.JobClient:     Total time spent by all reduces in occupied slots (ms)=620168
13/12/27 01:32:57 INFO mapred.JobClient:     Total time spent by all maps waiting after reserving slots (ms)=0
13/12/27 01:32:57 INFO mapred.JobClient:     Total time spent by all reduces waiting after reserving slots (ms)=0
13/12/27 01:32:57 INFO mapred.JobClient:   Map-Reduce Framework
13/12/27 01:32:57 INFO mapred.JobClient:     Map input records=306
13/12/27 01:32:57 INFO mapred.JobClient:     Map output records=306
13/12/27 01:32:57 INFO mapred.JobClient:     Map output bytes=59645
13/12/27 01:32:57 INFO mapred.JobClient:     Input split bytes=46206
13/12/27 01:32:57 INFO mapred.JobClient:     Combine input records=0
13/12/27 01:32:57 INFO mapred.JobClient:     Combine output records=0
13/12/27 01:32:57 INFO mapred.JobClient:     Reduce input groups=81
13/12/27 01:32:57 INFO mapred.JobClient:     Reduce shuffle bytes=62403
13/12/27 01:32:57 INFO mapred.JobClient:     Reduce input records=306
13/12/27 01:32:57 INFO mapred.JobClient:     Reduce output records=306
13/12/27 01:32:57 INFO mapred.JobClient:     Spilled Records=612
13/12/27 01:32:57 INFO mapred.JobClient:     CPU time spent (ms)=133790
13/12/27 01:32:57 INFO mapred.JobClient:     Physical memory (bytes) snapshot=46105378816
13/12/27 01:32:57 INFO mapred.JobClient:     Virtual memory (bytes) snapshot=118522966016
13/12/27 01:32:57 INFO mapred.JobClient:     Total committed heap usage (bytes)=49084702720
[training@localhost SongDoop]$ hadoop fs -ls test_out
Found 3 items
-rw-r--r--   1 training supergroup          0 2013-12-27 01:32 test_out/_SUCCESS
drwxr-xr-x   - training supergroup          0 2013-12-27 01:21 test_out/_logs
-rw-r--r--   1 training supergroup      39420 2013-12-27 01:32 test_out/part-r-00000
